1,0.000000
2,0.000000
3,0.000001
4,0.000001
5,0.000002
6,0.000003
7,0.000003
8,0.000005
9,0.000007
10,0.000009
11,0.000012
12,0.000015
13,0.000021
14,0.000024
15,0.000031
16,0.000042
17,0.000029
18,0.000034
19,0.000042
20,0.000047
21,0.000054
22,0.000062
23,0.000071
24,0.000083
25,0.000090
26,0.000102
27,0.000114
28,0.000128
29,0.000140
30,0.000156
31,0.000174
32,0.000204
33,0.000208
34,0.000229
35,0.000247
36,0.000271
37,0.000309
38,0.000333
39,0.000385
40,0.000327
41,0.000349
42,0.000369
43,0.000412
44,0.000397
45,0.000421
46,0.000484
47,0.000595
48,0.000695
49,0.000586
50,0.000650
51,0.000600
52,0.000633
53,0.000828
54,0.000822
55,0.001379
56,0.000877
57,0.000909
58,0.000968
59,0.001012
60,0.001068
61,0.001120
62,0.001173
63,0.001232
64,0.001354
65,0.001365
66,0.001415
67,0.001487
68,0.001568
69,0.001577
70,0.001689
71,0.001769
72,0.001869
73,0.001924
74,0.002005
75,0.002100
76,0.002590
77,0.004085
78,0.002914
79,0.002567
80,0.002293
81,0.002355
82,0.002629
83,0.002500
84,0.002631
85,0.002704
86,0.003301
87,0.002885
88,0.003167
89,0.003714
90,0.003216
91,0.003543
92,0.003428
93,0.003554
94,0.004055
95,0.004612
96,0.005940
97,0.004530
98,0.004597
99,0.005776
100,0.006590
101,0.006803
102,0.004808
103,0.004794
104,0.005030
105,0.005055
106,0.005529
107,0.005412
108,0.005489
109,0.005582
110,0.007816
111,0.008913
112,0.007131
113,0.006356
114,0.006648
115,0.008356
116,0.006784
117,0.007257
118,0.007496
119,0.008972
120,0.007656
121,0.007806
122,0.008342
123,0.008364
124,0.008206
125,0.010760
126,0.008666
127,0.009340
128,0.010999
129,0.009965
130,0.009887
131,0.009811
132,0.010414
133,0.011911
134,0.010488
135,0.010752
136,0.011360
137,0.012021
138,0.012192
139,0.011777
140,0.012353
141,0.013614
142,0.012813
143,0.012883
144,0.013852
145,0.015390
146,0.013482
147,0.016522
148,0.013980
149,0.014235
150,0.015207
151,0.016194
152,0.015035
153,0.016020
154,0.017675
155,0.016014
156,0.017676
157,0.017833
158,0.017466
159,0.019921
160,0.019429
161,0.020596
162,0.020590
163,0.019432
164,0.019642
165,0.021828
166,0.022027
167,0.020835
168,0.020897
169,0.022815
170,0.021743
171,0.024878
172,0.024369
173,0.022779
174,0.025481
175,0.023397
176,0.027077
177,0.024798
178,0.028177
179,0.030279
180,0.028098
181,0.025880
182,0.029874
183,0.027863
184,0.029572
185,0.030006
186,0.033569
187,0.033384
188,0.032294
189,0.036656
190,0.033261
191,0.037196
192,0.036940
193,0.035555
194,0.037898
195,0.039211
196,0.037364
197,0.041266
198,0.040828
199,0.040410
200,0.039060
201,0.043616
202,0.045529
203,0.045218
204,0.041241
205,0.048928
206,0.048304
207,0.049302
208,0.045641
209,0.051725
210,0.050033
211,0.052481
212,0.046023
213,0.055728
214,0.050396
215,0.057519
216,0.048811
217,0.056864
218,0.054932
219,0.059270
220,0.051947
221,0.060819
222,0.057830
223,0.061736
224,0.058751
225,0.063521
226,0.061808
227,0.067005
228,0.062281
229,0.067752
230,0.064341
231,0.068563
232,0.060993
233,0.070431
234,0.067942
235,0.072060
236,0.065318
237,0.074095
238,0.071261
239,0.077892
240,0.070451
241,0.084575
242,0.074853
243,0.079727
244,0.072102
245,0.084253
246,0.080120
247,0.086114
248,0.072665
249,0.086629
250,0.082906
251,0.087330
252,0.078870
253,0.089605
254,0.085799
255,0.091560
256,0.112357
257,0.088119
258,0.087187
259,0.096177
260,0.087361
261,0.096266
262,0.091176
263,0.095012
264,0.087397
265,0.096939
266,0.095790
267,0.100088
268,0.093452
269,0.102265
270,0.101177
271,0.105180
272,0.105983
273,0.113045
274,0.105572
275,0.110162
276,0.102541
277,0.113520
278,0.111660
279,0.116041
280,0.104677
281,0.119966
282,0.116588
283,0.121774
284,0.112478
285,0.125440
286,0.122195
287,0.128713
288,0.123592
289,0.137792
290,0.132099
291,0.140689
292,0.126077
293,0.145784
294,0.150099
295,0.177430
296,0.142706
297,0.158521
298,0.150496
299,0.157210
300,0.151463
301,0.154205
302,0.145866
303,0.153659
304,0.155044
305,0.169120
306,0.152598
307,0.162771
308,0.155963
309,0.164324
310,0.172271
311,0.176562
312,0.144160
313,0.171532
314,0.172075
315,0.174940
316,0.156016
317,0.178591
318,0.178755
319,0.185441
320,0.175359
321,0.185671
322,0.177816
323,0.190220
324,0.168760
325,0.192394
326,0.191529
327,0.202525
328,0.185840
329,0.201630
330,0.195002
331,0.204033
332,0.183700
333,0.210184
334,0.198057
335,0.215206
336,0.195415
337,0.217913
338,0.205154
339,0.219172
340,0.194479
341,0.222946
342,0.221583
343,0.231511
344,0.194846
345,0.228607
346,0.220892
347,0.232904
348,0.209803
349,0.236270
350,0.227950
351,0.255940
352,0.226466
353,0.260593
354,0.237499
355,0.248664
356,0.223674
357,0.254410
358,0.243023
359,0.258052
360,0.222367
361,0.262024
362,0.252689
363,0.270700
364,0.257342
365,0.276946
366,0.265362
367,0.283099
368,0.265851
369,0.288197
370,0.274409
371,0.288099
372,0.257109
373,0.295499
374,0.279950
375,0.310151
376,0.257345
377,0.301466
378,0.296554
379,0.312267
380,0.282611
381,0.308492
382,0.315228
383,0.314468
384,0.390923
385,0.328593
386,0.308615
387,0.332633
388,0.300527
389,0.328382
390,0.342876
391,0.333218
392,0.298559
393,0.342393
394,0.366511
395,0.376026
396,0.310224
397,0.354714
398,0.387414
399,0.375495
400,0.354535
401,0.391810
402,0.364187
403,0.379891
404,0.367337
405,0.386768
406,0.376216
407,0.378686
408,0.330257
409,0.389442
410,0.386517
411,0.410929
412,0.375345
413,0.435129
414,0.403891
415,0.404145
416,0.381196
417,0.416721
418,0.397896
419,0.418235
420,0.417274
421,0.424285
422,0.419746
423,0.510285
424,0.390731
425,0.479219
426,0.464807
427,0.507989
428,0.411079
429,0.444797
430,0.441840
431,0.454449
432,0.427887
433,0.467059
434,0.454637
435,0.474809
436,0.443984
437,0.483818
438,0.461602
439,0.483834
440,0.408661
441,0.503898
442,0.485527
443,0.510205
444,0.461207
445,0.509416
446,0.503575
447,0.559903
448,0.515641
449,0.510977
450,0.507221
451,0.554147
452,0.555078
453,0.537127
454,0.525299
455,0.577014
456,0.470970
457,0.547358
458,0.554759
459,0.581436
460,0.577348
461,0.625754
462,0.616133
463,0.585119
464,0.552686
465,0.662231
466,0.595226
467,0.611777
468,0.592942
469,0.669261
470,0.663965
471,0.680847
472,0.547985
473,0.715334
474,0.698468
475,0.629000
476,0.594737
477,0.630531
478,0.689051
479,0.638226
480,0.591877
481,0.655536
482,0.660933
483,0.696034
484,0.657651
485,0.702234
486,0.671343
487,0.689208
488,0.627058
489,0.671063
490,0.698275
491,0.724199
492,0.671263
493,0.744186
494,0.777733
495,0.763538
496,0.664773
497,0.751251
498,0.804698
499,0.804993
500,0.944966
501,0.741302
502,0.767793
503,0.774261
504,0.725844
505,0.859772
506,0.836916
507,0.964648
508,0.772768
509,0.848826
510,0.807403
511,0.894704
512,1.310691
513,0.811873
514,0.832140
515,0.851485
516,0.760972
517,0.908344
518,0.977489
519,0.907608
520,0.786768
521,0.873301
522,1.151169
523,0.929528
524,0.859405
525,0.949577
526,0.895761
527,1.012493
528,0.905750
529,1.462267
530,0.925936
531,1.049832
532,0.911423
533,0.966629
534,1.023400
535,1.020366
536,0.857539
537,0.993701
538,1.174968
539,1.879820
540,1.076482
541,1.037925
542,1.107224
543,1.366134
544,1.049159
545,1.052115
546,1.065457
547,1.037797
548,1.087693
549,1.102727
550,1.394909
551,1.255989
552,1.090579
553,1.558947
554,1.352742
555,1.518159
556,1.267733
557,1.191431
558,1.170917
559,1.161501
560,1.033388
561,1.165862
562,1.089597
563,1.097869
564,1.119283
565,1.394326
566,1.231194
567,1.338772
568,1.067937
569,1.186119
570,1.205215
571,1.299262
572,1.150340
573,1.301004
574,1.380470
575,1.279054
576,1.655281
577,1.579483
578,1.330598
579,1.536859
580,1.235136
581,1.346566
582,1.446124
583,1.675229
584,1.153121
585,1.406760
586,1.457144
587,1.548372
588,1.285895
589,1.884486
590,1.532022
591,1.553038
592,1.305931
593,1.693616
594,1.508307
595,1.659211
596,1.493814
597,1.885688
598,1.571416
599,1.913789
600,1.363236
601,1.660507
602,2.061813
603,1.760350
604,1.544238
605,1.768748
606,2.001727
607,1.946847
608,1.487214
609,1.951744
610,2.077710
611,2.118603
612,1.715522
613,2.013087
614,2.182935
615,2.430065
616,1.474986
617,2.188992
618,2.247036
619,2.158483
620,1.704741
621,2.568040
622,2.214370
623,2.246673
624,1.646402
625,2.356790
626,2.041361
627,2.499693
628,1.878865
629,2.766530
630,2.437579
631,2.499256
632,1.694107
633,2.585405
634,2.515958
635,2.956454
636,2.221162
637,2.879605
638,2.822817
639,2.914165
640,2.279370
641,2.829111
642,2.935456
643,3.026800
644,2.276228
645,3.077298
646,3.193864
647,3.132251
648,1.873680
649,3.184409
650,3.423984
651,3.526979
652,2.435894
653,3.123215
654,3.571023
655,3.630890
656,1.968105
657,3.418952
658,3.610057
659,3.796534
660,2.614067
661,3.805284
662,3.704058
663,3.866634
664,2.102503
665,4.128326
666,4.004650
667,4.000232
668,2.719765
669,4.013740
670,3.977570
671,4.079836
672,2.198367
673,4.202062
674,4.240199
675,4.121660
676,2.836548
677,4.191787
678,4.170875
679,4.243659
680,2.261975
681,4.430925
682,4.385330
683,4.426162
684,2.966148
685,4.453213
686,4.807723
687,4.656419
688,2.362214
689,4.744955
690,4.829440
691,4.720236
692,3.408418
693,4.825797
694,4.901399
695,4.925889
696,2.429080
697,5.018474
698,5.188557
699,5.253026
700,3.502838
701,5.372158
702,5.503897
703,5.121417
704,3.194409
705,5.557853
706,5.660210
707,5.349740
708,3.480471
709,5.558097
710,5.888015
711,5.522567
712,2.626685
713,5.748569
714,6.078111
715,5.823345
716,3.833129
717,5.866696
718,6.178947
719,5.858768
720,2.754374
721,5.945888
722,6.282127
723,6.072006
724,4.025952
725,6.108755
726,6.388476
727,6.371548
728,2.912501
729,6.504822
730,6.397484
731,6.693173
732,4.078964
733,6.768799
734,6.718655
735,6.849344
736,3.092025
737,6.849724
738,6.723621
739,6.999418
740,4.316407
741,6.936750
742,7.111037
743,7.135032
744,3.065659
745,7.174234
746,7.169457
747,7.169849
748,4.432575
749,7.177395
750,7.356070
751,7.425539
752,3.162127
753,7.462600
754,7.485598
755,7.485460
756,4.533017
757,7.613940
758,7.685604
759,7.816814
760,3.641887
761,7.723647
762,8.759649
763,7.909309
764,5.436271
765,7.917913
766,7.740519
767,8.004472
768,5.112445
769,7.932626
770,8.040866
771,8.514594
772,4.898004
773,8.250234
774,8.252251
775,8.298019
776,3.473990
777,8.391671
778,8.272473
779,8.441468
780,6.928937
781,8.465082
782,8.486602
783,8.552940
784,3.562190
785,8.737135
786,8.689168
787,8.632022
788,5.254743
789,8.990085
790,9.352560
791,8.906102
792,3.725722
793,8.832790
794,8.903658
795,9.007420
796,5.495650
797,9.049835
798,8.996095
799,9.682676
800,3.944600
801,9.103392
802,8.990010
803,9.243439
804,5.876476
805,9.320422
806,9.360424
807,9.457751
808,3.915898
809,10.486954
810,9.512254
811,9.576514
812,5.790338
813,9.635254
814,10.102843
815,9.736729
816,4.043438
817,9.757202
818,9.779062
819,10.608247
820,5.924349
821,9.988587
822,9.881791
823,10.042537
824,4.177345
825,10.163872
826,10.081242
827,10.269602
828,6.101877
829,10.681260
830,10.965947
831,10.382733
832,5.483648
833,10.410327
834,10.404881
835,10.809943
836,6.264555
837,10.578220
838,10.517213
839,10.718503
840,5.734950
841,10.805869
842,10.658646
843,10.857447
844,6.411796
845,10.848219
846,10.942745
847,11.016083
848,5.770127
849,11.048980
850,10.981872
851,12.315538
852,6.647136
853,11.208392
854,11.170275
855,11.303169
856,4.695603
857,11.385676
858,11.368805
859,11.521925
860,6.824858
861,11.700264
862,12.979778
863,12.098759
864,5.008558
865,11.720858
866,11.633282
867,11.811786
868,7.519779
869,11.912973
870,11.866602
871,12.052788
872,4.928339
873,12.181453
874,13.980962
875,12.212036
876,7.226112
877,12.263956
878,12.222620
879,12.368597
880,5.078060
881,12.470310
882,12.400012
883,12.566568
884,7.637722
885,12.721677
886,13.813462
887,12.831135
888,5.234830
889,12.754293
890,12.767434
891,12.903126
892,7.624492
893,12.975901
894,12.922734
895,13.041897
896,7.562548
897,13.573159
898,14.935944
899,13.309395
900,7.958745
901,13.331680
902,13.578071
903,13.384415
904,6.096456
905,13.457169
906,14.063820
907,13.716570
908,8.129307
909,13.872902
910,15.612109
911,14.132568
912,5.660261
913,13.838042
914,13.745960
915,13.921417
916,8.369623
917,14.056771
918,14.004670
919,14.063137
920,5.795137
921,14.122376
922,14.139650
923,15.280825
924,8.435490
925,14.333779
926,14.280814
927,14.459266
928,6.588236
929,14.659792
930,14.599791
931,14.774412
932,9.055979
933,14.819979
934,15.375722
935,15.257050
936,8.240269
937,15.579992
938,15.304325
939,15.169267
940,8.922418
941,15.184848
942,15.228214
943,15.510434
944,6.337733
945,15.465934
946,15.301653
947,15.761453
948,9.776209
949,16.276960
950,18.062745
951,16.225392
952,6.795121
953,15.779701
954,15.979570
955,16.199973
956,9.440786
957,16.160269
958,16.185346
959,16.529935
960,8.620975
961,16.503477
962,16.474512
963,16.890341
964,12.085089
965,16.945145
966,16.715062
967,16.650301
968,7.223960
969,16.686172
970,16.785498
971,17.014693
972,10.109933
973,16.895282
974,17.405587
975,17.086712
976,7.297048
977,17.757045
978,19.824865
979,18.222943
980,10.531947
981,17.806990
982,17.190096
983,18.367875
984,8.547877
985,17.411193
986,17.346893
987,18.710718
988,12.167646
989,17.734860
990,19.414820
991,17.680134
992,8.590910
993,19.897789
994,17.950872
995,18.063739
996,12.269549
997,18.244147
998,20.712367
999,19.098387
1000,7.747097
